user_id,site,campaign_type,device_os,hour_of_day,day_of_week,historical_open_rate,historical_push_count,days_since_last_open,segment,target_opened
USR_00000848,home,promo,android,7,6,0.5375,12,31,active,1
USR_00000849,content,engagement,android,17,4,0.6383,7,9,active,1
USR_00000850,product,promo,android,18,3,0.1396,14,41,active,0
USR_00000851,content,re-engagement,web,3,1,0.5529,11,38,new,0
USR_00000852,content,promo,android,13,2,0.1978,17,26,active,0
USR_00000853,content,engagement,web,8,5,0.8447,14,8,churn,1
USR_00000854,home,engagement,ios,14,1,0.8352,14,10,new,1
USR_00000855,search,promo,ios,13,4,0.4296,18,37,churn,0
USR_00000856,content,promo,ios,23,3,0.9667,14,0,churn,1
USR_00000857,home,re-engagement,android,22,2,0.9798,11,21,new,1
USR_00000858,home,promo,ios,15,5,0.1293,12,27,active,0
USR_00000859,product,transactional,android,16,2,0.3677,17,10,new,1
USR_00000860,content,transactional,web,21,2,0.6003,10,38,active,0
USR_00000861,content,promo,android,4,3,0.0848,7,23,churn,0
USR_00000862,content,engagement,android,17,5,0.3827,10,2,at_risk,1
USR_00000863,home,engagement,ios,18,6,0.2612,10,14,churn,0
USR_00000864,content,promo,ios,3,4,0.9521,9,17,new,1
USR_00000865,content,engagement,ios,21,4,0.4116,6,10,active,1
USR_00000866,product,promo,ios,16,5,0.7627,12,42,new,0
USR_00000867,content,promo,android,8,1,0.3867,8,16,at_risk,1
USR_00000868,content,transactional,ios,11,1,0.1318,10,22,new,1
USR_00000869,search,re-engagement,android,11,3,0.8632,14,24,new,0
USR_00000870,home,promo,android,22,4,0.0004,9,9,new,0
USR_00000871,search,promo,android,23,4,0.0559,14,25,new,1
USR_00000872,home,transactional,android,19,1,0.3644,15,15,new,1
USR_00000873,home,engagement,android,15,5,0.6869,12,0,new,0
USR_00000874,home,promo,ios,2,2,0.3417,7,18,at_risk,0
USR_00000875,product,promo,android,21,6,0.0663,9,26,at_risk,0
USR_00000876,product,engagement,android,3,5,0.3178,12,5,active,0
USR_00000877,product,promo,ios,4,6,0.245,14,35,at_risk,0
USR_00000878,product,promo,android,1,4,0.0054,7,29,active,0
USR_00000879,product,promo,ios,22,3,0.5348,9,13,at_risk,1
USR_00000880,product,transactional,web,11,1,0.1166,12,26,active,0
USR_00000881,home,transactional,android,5,2,0.2875,10,13,active,1
USR_00000882,content,engagement,web,1,6,0.6412,12,29,active,1
USR_00000883,search,engagement,android,9,2,0.7251,14,6,new,1
USR_00000884,home,engagement,android,17,0,0.2635,8,27,active,0
USR_00000885,content,re-engagement,ios,23,1,0.3292,16,2,at_risk,0
USR_00000886,product,transactional,ios,13,4,0.2469,12,0,at_risk,0
USR_00000887,home,transactional,web,14,4,0.9569,11,11,active,0
USR_00000888,home,re-engagement,android,20,6,0.1905,8,7,active,0
USR_00000889,home,promo,ios,21,6,0.1832,13,22,at_risk,1
USR_00000890,search,engagement,android,6,3,0.445,17,7,new,1
USR_00000891,home,engagement,android,23,3,0.1893,9,11,new,0
USR_00000892,product,promo,android,12,5,0.1567,10,4,active,1
USR_00000893,product,transactional,web,22,0,0.0959,11,39,new,1
USR_00000894,content,promo,android,2,4,0.6402,12,33,active,0
USR_00000895,product,promo,web,2,3,0.6121,10,9,new,1
USR_00000896,product,transactional,ios,21,5,0.6502,9,5,active,1
USR_00000897,product,promo,ios,16,5,0.7733,9,38,active,1
USR_00000898,home,engagement,ios,4,4,0.3264,11,30,at_risk,0
USR_00000899,home,re-engagement,web,21,4,0.9184,10,39,active,1
USR_00000900,product,engagement,android,2,4,0.7332,12,8,active,1
USR_00000901,home,promo,android,16,4,0.8047,12,16,churn,1
USR_00000902,home,promo,ios,4,1,0.721,9,5,at_risk,0
USR_00000903,home,promo,android,1,1,0.3585,10,19,active,1
USR_00000904,content,promo,android,19,5,0.283,14,7,new,1
USR_00000905,search,re-engagement,android,20,4,0.4225,12,0,active,1
USR_00000906,product,transactional,android,2,1,0.097,13,22,active,1
USR_00000907,search,promo,android,2,6,0.4513,8,44,active,1
USR_00000908,home,engagement,android,14,6,0.0431,8,29,at_risk,1
USR_00000909,search,promo,web,0,4,0.0039,12,34,churn,0
USR_00000910,home,promo,android,17,1,0.9315,15,36,churn,1
USR_00000911,content,promo,web,21,6,0.6893,11,43,active,1
USR_00000912,home,engagement,web,18,1,0.5618,15,5,churn,0
USR_00000913,search,engagement,android,5,3,0.3411,15,11,churn,0
USR_00000914,content,promo,ios,4,6,0.5705,12,27,new,0
USR_00000915,product,re-engagement,ios,16,3,0.8916,12,36,active,0
USR_00000916,search,engagement,ios,1,1,0.6524,12,34,new,0
USR_00000917,product,engagement,android,12,0,0.6025,13,32,active,1
USR_00000918,content,promo,android,10,2,0.4602,10,14,active,0
USR_00000919,search,promo,android,17,4,0.3457,11,16,active,0
USR_00000920,product,engagement,ios,4,5,0.6985,13,3,new,1
USR_00000921,content,promo,web,18,1,0.981,9,14,new,1
USR_00000922,product,engagement,ios,16,1,0.4248,19,7,new,0
USR_00000923,search,engagement,ios,5,4,0.3922,7,42,active,1
USR_00000924,home,promo,web,8,1,0.4281,15,4,at_risk,0
USR_00000925,home,engagement,ios,1,0,0.4255,10,16,churn,1
USR_00000926,content,re-engagement,android,10,3,0.9906,15,39,active,1
USR_00000927,product,engagement,web,6,3,0.7068,7,43,active,1
USR_00000928,search,transactional,android,2,1,0.3592,10,16,at_risk,0
USR_00000929,search,engagement,android,13,1,0.3715,10,20,new,1
USR_00000930,product,transactional,ios,13,1,0.4308,11,23,churn,1
USR_00000931,product,engagement,web,2,2,0.0367,12,36,at_risk,0
USR_00000932,product,engagement,android,4,0,0.5278,13,34,active,0
USR_00000933,search,engagement,ios,1,0,0.8114,9,23,new,1
USR_00000934,product,promo,android,16,2,0.6606,14,16,new,1
USR_00000935,search,promo,android,8,0,0.1984,16,16,active,0
USR_00000936,content,promo,android,1,2,0.728,12,29,active,0
USR_00000937,home,transactional,ios,4,4,0.7195,11,37,at_risk,1
USR_00000938,home,transactional,web,23,0,0.2625,8,3,active,1
USR_00000939,search,transactional,android,6,4,0.6229,12,34,active,1
USR_00000940,product,promo,android,16,4,0.6109,17,21,new,0
USR_00000941,product,engagement,android,11,4,0.8398,18,6,active,0
USR_00000942,search,re-engagement,android,4,4,0.1361,13,4,new,0
USR_00000943,content,promo,ios,7,5,0.1948,16,15,active,1
USR_00000944,search,engagement,ios,0,0,0.486,10,11,active,0
USR_00000945,home,engagement,ios,17,1,0.0441,12,4,at_risk,0
USR_00000946,home,transactional,android,8,2,0.4156,12,13,active,1
USR_00000947,content,promo,ios,11,4,0.7882,17,37,active,0
USR_00000948,home,engagement,android,3,6,0.1487,11,32,at_risk,0
USR_00000949,content,re-engagement,android,19,6,0.4599,11,9,active,1
USR_00000950,search,engagement,web,5,4,0.9898,14,30,at_risk,0
USR_00000951,home,re-engagement,ios,13,2,0.5059,8,20,active,1
USR_00000952,search,re-engagement,web,20,2,0.4983,14,33,at_risk,1
USR_00000953,product,promo,web,17,0,0.5588,15,11,new,1
USR_00000954,search,engagement,ios,14,3,0.186,9,2,active,0
USR_00000955,content,transactional,web,21,3,0.1472,10,14,at_risk,0
USR_00000956,product,re-engagement,android,4,1,0.6774,9,44,new,0
USR_00000957,search,promo,android,23,5,0.3958,9,25,at_risk,0
USR_00000958,product,transactional,android,13,5,0.2899,17,2,active,1
USR_00000959,content,engagement,android,9,2,0.0314,15,43,new,0
USR_00000960,search,promo,android,6,6,0.8461,15,37,new,0
USR_00000961,home,engagement,android,17,0,0.0323,12,24,at_risk,0
USR_00000962,search,promo,ios,23,6,0.75,12,33,at_risk,0
USR_00000963,content,re-engagement,ios,16,5,0.382,13,8,active,1
USR_00000964,home,engagement,ios,0,1,0.5987,11,26,new,1
USR_00000965,content,promo,android,11,4,0.2477,11,41,new,0
USR_00000966,product,engagement,ios,17,2,0.1554,13,19,new,1
USR_00000967,product,promo,android,9,5,0.5334,5,1,at_risk,1
USR_00000968,search,engagement,android,18,1,0.6956,16,34,new,0
USR_00000969,content,engagement,android,16,1,0.1955,13,32,new,0
USR_00000970,home,engagement,android,1,2,0.4364,11,33,new,1
USR_00000971,search,promo,android,13,1,0.4447,14,29,active,0
USR_00000972,search,promo,web,4,2,0.216,15,6,active,1
USR_00000973,search,engagement,ios,11,4,0.565,10,5,active,1
USR_00000974,search,transactional,ios,9,4,0.1459,14,35,active,0
USR_00000975,home,transactional,android,19,3,0.5097,13,38,churn,1
USR_00000976,home,promo,web,20,1,0.1134,10,3,active,1
USR_00000977,home,promo,ios,11,1,0.4855,13,26,at_risk,1
USR_00000978,product,engagement,android,12,6,0.3116,15,22,active,0
USR_00000979,search,promo,ios,15,1,0.4522,17,15,new,0
USR_00000980,product,promo,ios,15,0,0.4337,13,29,at_risk,0
USR_00000981,product,re-engagement,android,15,3,0.9079,10,41,active,1
USR_00000982,product,promo,android,18,0,0.4899,12,36,active,1
USR_00000983,product,engagement,ios,23,2,0.8185,12,6,new,1
USR_00000984,product,promo,android,19,5,0.2257,9,20,active,0
USR_00000985,product,engagement,android,3,1,0.3521,13,42,at_risk,0
USR_00000986,product,engagement,android,11,4,0.0751,12,10,new,0
USR_00000987,product,engagement,web,11,3,0.4207,15,38,new,0
USR_00000988,search,promo,android,12,2,0.6687,15,22,active,1
USR_00000989,home,transactional,android,12,4,0.8382,14,23,active,1
USR_00000990,content,engagement,android,17,4,0.5659,12,11,at_risk,1
USR_00000991,search,promo,web,10,2,0.6401,14,41,active,0
USR_00000992,product,promo,ios,6,1,0.1773,12,23,churn,0
USR_00000993,home,promo,web,10,6,0.0372,14,25,active,0
USR_00000994,search,re-engagement,android,20,1,0.7917,10,20,active,0
USR_00000995,product,engagement,android,7,6,0.167,16,4,new,0
USR_00000996,product,engagement,ios,0,3,0.0912,11,35,new,1
USR_00000997,product,engagement,android,23,6,0.9376,5,14,at_risk,0
USR_00000998,search,transactional,web,4,2,0.9635,13,10,new,1
USR_00000999,content,transactional,web,14,3,0.6163,13,35,new,1
USR_00001000,product,transactional,ios,19,4,0.3786,7,8,at_risk,1
USR_00001001,content,engagement,web,6,2,0.8332,12,30,active,0
USR_00001002,product,promo,ios,8,1,0.2047,13,21,new,0
USR_00001003,product,engagement,android,6,3,0.4294,15,35,at_risk,0
USR_00001004,content,engagement,ios,3,4,0.357,10,2,active,1
USR_00001005,home,promo,android,3,1,0.9127,12,34,at_risk,0
USR_00001006,content,transactional,web,4,5,0.9198,14,10,active,1
USR_00001007,content,promo,android,10,4,0.6509,14,39,new,1
USR_00001008,product,re-engagement,android,12,1,0.1107,12,15,new,0
USR_00001009,product,re-engagement,ios,0,6,0.4822,9,0,active,1
USR_00001010,product,re-engagement,android,20,0,0.2453,19,21,at_risk,1
USR_00001011,search,promo,android,16,4,0.8849,15,2,active,1
USR_00001012,content,promo,ios,1,3,0.1384,12,12,at_risk,0
USR_00001013,home,promo,android,20,4,0.0543,9,32,active,0
USR_00001014,search,promo,ios,0,5,0.7044,17,25,active,1
USR_00001015,product,promo,android,13,4,0.4533,9,31,new,1
USR_00001016,content,promo,android,11,4,0.8384,8,39,new,0
USR_00001017,search,re-engagement,android,12,5,0.0746,13,21,active,0
USR_00001018,search,promo,ios,22,4,0.8011,14,24,active,1
USR_00001019,home,promo,web,22,5,0.0373,12,2,churn,0
USR_00001020,home,engagement,android,6,2,0.0281,10,12,new,1
USR_00001021,home,transactional,web,13,1,0.4613,21,32,active,0
USR_00001022,home,engagement,ios,23,1,0.2213,15,2,new,0
USR_00001023,content,engagement,ios,17,4,0.5937,13,16,at_risk,0
USR_00001024,content,engagement,ios,21,3,0.0258,11,6,new,1
USR_00001025,content,engagement,ios,10,0,0.0354,17,38,active,0
USR_00001026,home,transactional,web,6,1,0.7271,6,25,new,1
USR_00001027,home,engagement,ios,12,6,0.2102,6,29,new,0
USR_00001028,search,transactional,ios,19,5,0.6564,24,30,active,1
USR_00001029,product,promo,android,22,5,0.7499,14,10,active,1
USR_00001030,search,transactional,android,16,1,0.0593,13,2,active,1
USR_00001031,search,promo,ios,16,0,0.7698,13,17,active,1
USR_00001032,home,engagement,android,12,2,0.2684,13,8,churn,0
USR_00001033,product,promo,android,7,5,0.3895,14,14,active,0
USR_00001034,search,promo,android,10,3,0.0866,13,14,active,0
USR_00001035,home,promo,android,11,5,0.8386,9,35,at_risk,1
USR_00001036,product,engagement,ios,19,3,0.5607,17,14,active,1
USR_00001037,content,promo,ios,13,3,0.5047,10,6,active,1
USR_00001038,home,engagement,android,19,4,0.9686,18,43,active,0
USR_00001039,search,engagement,android,0,6,0.3345,6,2,new,0
USR_00001040,content,promo,android,18,3,0.8908,12,9,active,1
USR_00001041,product,engagement,android,12,4,0.7197,16,15,active,1
USR_00001042,content,promo,ios,23,6,0.9285,12,2,at_risk,0
USR_00001043,search,promo,ios,11,2,0.9078,21,40,at_risk,1
USR_00001044,search,engagement,ios,11,5,0.991,18,15,new,1
USR_00001045,product,re-engagement,ios,3,3,0.1317,16,35,new,0
USR_00001046,home,promo,web,19,6,0.796,14,6,active,1
USR_00001047,home,transactional,ios,16,3,0.8045,11,23,active,1
USR_00001048,product,promo,ios,20,4,0.6444,13,5,active,1
USR_00001049,product,transactional,ios,2,2,0.2789,14,10,active,1
USR_00001050,home,engagement,android,5,4,0.9651,12,18,active,1
USR_00001051,product,engagement,web,21,2,0.2044,18,38,churn,1
USR_00001052,search,engagement,android,1,4,0.4996,13,13,active,1
USR_00001053,product,promo,android,12,5,0.5215,8,33,new,0
USR_00001054,content,engagement,web,9,3,0.1618,10,4,active,1
USR_00001055,home,engagement,ios,22,3,0.7225,12,11,active,1
USR_00001056,content,engagement,android,20,2,0.0889,14,27,active,1
USR_00001057,search,promo,android,21,5,0.6931,5,21,active,0
USR_00001058,content,transactional,android,6,4,0.8486,14,22,active,1
USR_00001059,search,transactional,ios,14,3,0.3494,9,30,at_risk,1
USR_00001060,search,promo,android,16,0,0.7094,6,3,churn,0
USR_00001061,content,promo,web,23,0,0.1568,7,31,active,1
USR_00001062,product,transactional,web,0,0,0.8459,11,38,new,1
USR_00001063,home,engagement,ios,23,5,0.952,8,34,active,1
USR_00001064,product,promo,ios,8,5,0.1527,7,12,active,0
USR_00001065,content,engagement,android,3,0,0.6919,14,15,churn,1
USR_00001066,search,transactional,android,14,0,0.5058,9,43,active,1
USR_00001067,content,engagement,ios,18,5,0.5315,10,35,active,1
USR_00001068,product,transactional,android,3,3,0.7065,15,41,churn,0
USR_00001069,search,transactional,android,0,2,0.4887,14,41,active,1
USR_00001070,home,engagement,android,21,4,0.6003,18,19,new,1
USR_00001071,product,re-engagement,android,22,1,0.2309,12,5,active,1
USR_00001072,home,transactional,android,3,1,0.3785,8,10,active,1
USR_00001073,content,transactional,ios,21,2,0.8652,14,13,active,1
USR_00001074,product,engagement,web,21,6,0.1099,12,37,churn,1
USR_00001075,search,engagement,ios,23,5,0.5976,14,12,active,1
USR_00001076,home,promo,web,5,1,0.1843,12,16,active,0
USR_00001077,product,transactional,android,13,3,0.8465,19,38,new,1
USR_00001078,home,transactional,web,23,6,0.579,13,7,new,0
USR_00001079,search,re-engagement,ios,21,6,0.403,13,29,active,1
USR_00001080,content,transactional,android,14,5,0.2498,8,24,at_risk,0
USR_00001081,content,transactional,web,4,0,0.4368,15,44,active,1
USR_00001082,content,re-engagement,android,2,1,0.9576,9,22,active,1
USR_00001083,content,transactional,android,6,1,0.5092,9,23,new,0
USR_00001084,product,promo,android,1,1,0.4695,13,38,active,0
USR_00001085,home,promo,android,4,1,0.7463,13,44,active,1
USR_00001086,content,promo,android,1,2,0.379,13,32,at_risk,0
USR_00001087,content,promo,ios,18,3,0.4274,14,31,active,1
USR_00001088,content,transactional,web,14,2,0.3369,17,39,at_risk,0
USR_00001089,product,engagement,android,12,2,0.1509,16,44,at_risk,0
USR_00001090,home,engagement,ios,19,1,0.7138,11,33,active,1
USR_00001091,product,promo,android,9,1,0.873,8,13,active,0
USR_00001092,search,transactional,web,9,6,0.9056,8,28,at_risk,0
USR_00001093,content,promo,android,4,4,0.8808,11,10,churn,1
USR_00001094,search,re-engagement,android,10,1,0.4518,18,22,active,1
USR_00001095,search,promo,ios,4,5,0.2841,10,20,active,1
USR_00001096,home,engagement,ios,14,5,0.6379,6,44,active,1
USR_00001097,content,promo,ios,23,6,0.9547,18,24,at_risk,1
USR_00001098,content,engagement,ios,12,1,0.7271,11,43,churn,1
USR_00001099,home,transactional,ios,7,4,0.4948,13,36,churn,1
USR_00001100,search,engagement,android,16,6,0.6888,11,38,new,1
USR_00001101,search,promo,android,19,5,0.7725,13,7,new,0
USR_00001102,search,re-engagement,android,11,1,0.9193,20,34,at_risk,0
USR_00001103,content,transactional,android,6,6,0.7632,8,11,active,1
USR_00001104,home,engagement,android,17,2,0.4332,6,25,churn,0
USR_00001105,search,engagement,ios,4,3,0.2736,11,21,active,1
USR_00001106,home,re-engagement,android,23,3,0.4999,15,11,at_risk,1
USR_00001107,home,promo,ios,7,5,0.3282,12,44,active,0
USR_00001108,content,promo,ios,8,0,0.9428,12,39,new,0
USR_00001109,content,promo,ios,17,3,0.508,8,25,new,0
USR_00001110,home,promo,ios,0,5,0.4721,5,0,at_risk,0
USR_00001111,product,transactional,android,4,3,0.3482,10,8,new,1
USR_00001112,home,re-engagement,android,3,1,0.6394,15,10,at_risk,1
USR_00001113,home,re-engagement,ios,9,0,0.5201,16,43,active,0
USR_00001114,search,transactional,ios,13,3,0.129,9,18,active,1
USR_00001115,home,engagement,android,4,4,0.8692,16,2,active,1
USR_00001116,search,engagement,android,8,3,0.359,12,26,churn,1
USR_00001117,content,re-engagement,ios,18,6,0.4326,13,42,at_risk,0
USR_00001118,product,promo,ios,22,4,0.2057,9,25,at_risk,0
USR_00001119,product,transactional,android,0,3,0.5534,10,19,at_risk,0
USR_00001120,search,engagement,android,15,0,0.7021,6,7,active,1
USR_00001121,home,promo,web,0,3,0.8812,13,39,churn,0
USR_00001122,home,transactional,android,12,1,0.0516,12,4,active,1
USR_00001123,search,re-engagement,web,21,5,0.9733,13,42,active,1
USR_00001124,home,re-engagement,android,19,1,0.7038,15,10,active,1
USR_00001125,content,re-engagement,ios,5,6,0.2843,16,6,active,1
USR_00001126,content,engagement,android,6,2,0.2045,10,15,at_risk,0
USR_00001127,content,promo,android,18,3,0.2961,13,0,active,1
USR_00001128,product,promo,web,19,1,0.8757,15,0,at_risk,0
USR_00001129,product,transactional,ios,6,1,0.2914,6,8,churn,1
USR_00001130,product,transactional,web,0,6,0.4628,17,31,active,0
USR_00001131,search,transactional,android,10,1,0.7057,15,36,new,1
USR_00001132,product,engagement,web,14,3,0.872,11,11,active,0
USR_00001133,content,transactional,web,10,6,0.6586,9,29,new,1
USR_00001134,content,engagement,ios,22,4,0.7531,14,15,at_risk,1
USR_00001135,product,promo,android,19,0,0.1733,11,19,active,0
USR_00001136,home,promo,ios,18,2,0.8774,14,15,active,1
USR_00001137,product,promo,ios,0,2,0.2757,15,40,active,0
USR_00001138,search,promo,web,20,1,0.1284,7,23,active,1
USR_00001139,product,engagement,android,18,1,0.9762,8,22,active,0
USR_00001140,product,transactional,android,9,3,0.2016,14,38,active,1
USR_00001141,content,promo,android,14,2,0.1367,12,29,active,1
USR_00001142,search,engagement,ios,19,2,0.626,9,6,at_risk,1
USR_00001143,content,transactional,web,21,2,0.3189,9,8,new,1
USR_00001144,content,promo,android,13,2,0.1333,9,15,active,0
USR_00001145,search,promo,ios,0,1,0.6011,3,4,new,0
USR_00001146,search,promo,web,14,3,0.759,8,31,active,0
USR_00001147,product,engagement,android,16,6,0.7932,5,22,new,1
USR_00001148,content,promo,android,1,3,0.1555,14,1,at_risk,0
USR_00001149,product,promo,ios,19,4,0.5569,9,18,new,0
USR_00001150,content,promo,ios,4,6,0.8137,14,37,active,0
USR_00001151,search,transactional,android,21,4,0.1611,11,40,active,1
USR_00001152,product,promo,web,13,1,0.2077,10,43,active,0
USR_00001153,search,engagement,ios,7,2,0.0024,13,41,new,1
USR_00001154,content,promo,web,1,3,0.5246,22,27,at_risk,1
USR_00001155,search,engagement,web,0,3,0.1947,1,41,churn,0
USR_00001156,product,transactional,web,17,1,0.7242,11,43,new,1
USR_00001157,home,transactional,ios,9,0,0.9622,12,28,churn,1
USR_00001158,content,promo,android,20,2,0.2088,11,18,active,1
USR_00001159,search,engagement,ios,5,6,0.6491,18,43,active,0
USR_00001160,search,engagement,android,22,5,0.2118,11,18,at_risk,1
USR_00001161,product,promo,ios,22,5,0.018,15,7,new,1
USR_00001162,search,promo,android,2,1,0.7586,14,4,active,1
USR_00001163,content,re-engagement,ios,15,2,0.434,16,25,new,1
USR_00001164,product,transactional,android,22,4,0.9468,8,1,active,1
USR_00001165,product,promo,android,7,3,0.5343,13,5,active,1
USR_00001166,home,promo,android,1,2,0.1575,8,11,at_risk,0
USR_00001167,home,engagement,ios,21,2,0.4498,9,23,active,0
USR_00001168,search,engagement,ios,11,0,0.2029,16,21,churn,1
USR_00001169,content,transactional,android,0,6,0.878,11,23,new,0
USR_00001170,content,re-engagement,web,20,6,0.6909,9,22,active,1
USR_00001171,product,transactional,web,16,0,0.3412,10,44,active,1
USR_00001172,product,promo,android,1,2,0.5278,7,9,new,1
USR_00001173,search,transactional,ios,6,3,0.6695,14,21,new,1
USR_00001174,home,promo,android,0,5,0.7829,12,27,active,1
USR_00001175,home,promo,android,22,6,0.0801,8,12,new,1
USR_00001176,search,promo,ios,0,2,0.0225,5,8,active,0
USR_00001177,search,promo,android,19,5,0.1145,14,2,churn,0
USR_00001178,home,engagement,web,12,6,0.395,9,14,active,1
USR_00001179,search,promo,web,13,5,0.4667,8,11,new,0
USR_00001180,home,transactional,web,19,2,0.1365,9,8,new,1
USR_00001181,product,engagement,ios,21,5,0.4112,14,12,new,1
USR_00001182,content,engagement,ios,3,2,0.4416,9,31,active,1
USR_00001183,product,engagement,web,0,0,0.1091,13,37,at_risk,0
USR_00001184,search,engagement,android,2,5,0.9167,12,23,active,1
USR_00001185,search,engagement,android,16,5,0.5991,9,2,new,0
USR_00001186,search,promo,ios,13,2,0.3885,14,33,active,0
USR_00001187,home,transactional,android,2,3,0.5069,13,6,active,1
USR_00001188,product,engagement,android,5,2,0.3142,12,2,active,1
USR_00001189,product,promo,android,12,0,0.8543,10,25,churn,0
USR_00001190,home,promo,ios,17,6,0.575,7,19,active,1
USR_00001191,search,promo,android,8,0,0.4949,17,14,active,1
USR_00001192,search,transactional,android,22,3,0.9109,10,43,at_risk,1
USR_00001193,home,transactional,android,23,0,0.838,13,4,active,1
USR_00001194,product,promo,android,18,4,0.8128,9,2,at_risk,1
USR_00001195,product,engagement,web,10,6,0.2256,13,26,at_risk,0
USR_00001196,product,re-engagement,android,21,4,0.1531,14,18,active,1
USR_00001197,product,promo,ios,17,4,0.6901,15,36,active,0
USR_00001198,content,re-engagement,ios,12,5,0.4686,6,1,at_risk,0
USR_00001199,content,promo,android,10,6,0.6837,12,18,active,1
USR_00001200,product,re-engagement,web,19,6,0.7606,17,6,active,0
USR_00001201,content,re-engagement,ios,13,1,0.2953,10,1,active,1
USR_00001202,search,promo,ios,4,3,0.2847,15,20,at_risk,1
USR_00001203,content,engagement,android,23,5,0.4908,17,33,new,1
USR_00001204,content,re-engagement,android,1,2,0.2735,15,7,new,1
USR_00001205,product,re-engagement,web,16,4,0.6673,10,37,active,0
USR_00001206,content,re-engagement,ios,15,0,0.7467,16,23,active,0
USR_00001207,product,transactional,web,14,6,0.472,13,21,active,1
USR_00001208,product,promo,web,1,4,0.7238,16,41,new,0
USR_00001209,search,engagement,android,11,5,0.5104,14,14,active,0
USR_00001210,content,engagement,ios,21,5,0.7129,15,9,active,1
USR_00001211,product,engagement,ios,5,1,0.225,11,35,new,0
USR_00001212,content,transactional,ios,16,3,0.7388,12,4,active,1
USR_00001213,search,transactional,android,20,6,0.7151,11,39,active,1
USR_00001214,content,promo,android,22,1,0.2666,8,37,at_risk,0
USR_00001215,home,engagement,ios,12,5,0.556,14,43,active,1
USR_00001216,home,promo,ios,7,2,0.8553,13,20,new,0
USR_00001217,product,engagement,ios,16,4,0.2495,7,27,active,0
USR_00001218,product,engagement,android,11,3,0.736,10,39,new,0
USR_00001219,content,transactional,android,15,4,0.954,10,5,new,1
USR_00001220,search,transactional,web,17,5,0.8662,10,13,churn,1
USR_00001221,product,promo,android,17,2,0.4015,11,21,new,0
USR_00001222,product,re-engagement,android,5,1,0.6072,10,28,new,0
USR_00001223,content,engagement,ios,18,2,0.9918,10,30,at_risk,1
USR_00001224,product,promo,android,13,4,0.5684,11,41,active,1
USR_00001225,search,promo,ios,22,5,0.115,14,22,active,1
USR_00001226,content,promo,android,15,5,0.0454,9,7,active,0
USR_00001227,home,transactional,web,21,2,0.7903,10,8,churn,1
USR_00001228,content,re-engagement,web,23,6,0.4236,8,36,new,0
USR_00001229,home,engagement,web,23,0,0.2468,14,20,new,1
USR_00001230,search,promo,ios,17,0,0.3477,4,28,at_risk,0
USR_00001231,content,engagement,android,14,0,0.7574,19,25,at_risk,0
USR_00001232,product,promo,ios,2,6,0.4652,13,36,churn,0
USR_00001233,content,engagement,web,9,1,0.8685,9,9,active,1
USR_00001234,product,promo,ios,11,4,0.7349,8,7,churn,1
USR_00001235,product,engagement,ios,18,5,0.974,9,33,active,1
USR_00001236,search,re-engagement,ios,14,5,0.8885,18,19,at_risk,0
USR_00001237,home,promo,ios,10,6,0.2545,17,36,at_risk,1
USR_00001238,home,engagement,ios,3,0,0.6591,13,5,new,0
USR_00001239,search,re-engagement,android,17,2,0.0205,14,12,new,1
USR_00001240,home,promo,ios,10,3,0.9911,17,43,active,1
USR_00001241,product,promo,ios,0,4,0.261,12,37,at_risk,0
USR_00001242,content,engagement,android,6,4,0.6648,13,2,new,1
USR_00001243,content,promo,web,21,3,0.8492,10,36,at_risk,1
USR_00001244,search,promo,ios,2,2,0.1605,13,2,active,0
USR_00001245,content,transactional,android,9,0,0.8479,14,5,active,1
USR_00001246,content,engagement,web,12,3,0.0122,16,40,active,0
USR_00001247,content,promo,ios,2,1,0.442,17,5,churn,0
USR_00001248,search,promo,ios,3,3,0.472,16,13,new,0
USR_00001249,search,engagement,android,22,5,0.3741,9,6,active,0
USR_00001250,content,transactional,web,14,3,0.5864,12,26,new,1
USR_00001251,home,engagement,android,5,4,0.9148,10,2,churn,0
USR_00001252,search,transactional,ios,4,0,0.327,8,12,at_risk,1
USR_00001253,home,re-engagement,android,10,4,0.5793,13,14,new,1
USR_00001254,content,engagement,ios,17,3,0.8775,14,29,active,1
USR_00001255,product,promo,ios,17,0,0.773,12,22,active,1
USR_00001256,home,engagement,ios,4,1,0.0407,8,8,active,1
USR_00001257,home,transactional,ios,17,5,0.9428,14,20,at_risk,1
USR_00001258,product,promo,web,21,6,0.0466,8,20,active,0
USR_00001259,product,promo,ios,5,3,0.5888,7,15,active,0
USR_00001260,content,engagement,android,0,6,0.5754,14,24,at_risk,0
USR_00001261,search,promo,web,23,1,0.7864,16,14,active,1
USR_00001262,content,promo,ios,12,2,0.1484,11,15,new,1
USR_00001263,search,promo,web,18,6,0.1794,10,35,new,1
USR_00001264,content,transactional,web,7,1,0.7521,19,11,active,1
USR_00001265,home,transactional,web,7,4,0.1495,11,14,active,1
USR_00001266,home,transactional,ios,5,1,0.4694,6,6,new,1
USR_00001267,home,promo,ios,5,2,0.7316,6,31,active,0
USR_00001268,search,promo,android,11,3,0.6512,8,31,active,0
USR_00001269,content,engagement,ios,2,2,0.2106,7,30,active,0
USR_00001270,home,promo,ios,20,6,0.304,17,7,new,0
USR_00001271,search,engagement,ios,12,6,0.969,12,20,active,0
USR_00001272,home,promo,web,21,3,0.4487,13,13,new,0
